City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
643,Alice Springs,AU,62.15,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
645,Polson,US,61.77,clear sky,47.6936,-114.1632,Americas Best Value Port Polson Inn
647,Yertarskiy,RU,66.56,overcast clouds,56.7902,64.2995,
651,Hope,US,72.28,heavy intensity rain,33.6671,-93.5916,Best Western Hope
652,Roma,US,69.66,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
654,Innisfail,AU,63.7,scattered clouds,-17.5333,146.0333,Moondarra Motel
656,Oktyabrskiy,RU,73.13,clear sky,54.4815,53.471,Уязы-Тау гостиница
658,Vitim,RU,63.52,broken clouds,59.4511,112.5578,Gostinitsa V Apteke
660,Argelia,CO,68.36,broken clouds,2.2556,-77.2488,Hotel San Fernando Argelia
661,Sistranda,NO,64.36,overcast clouds,63.7256,8.834,Hotell Frøya
663,Bluefield,US,71.15,few clouds,37.2698,-81.2223,Economy Inn
666,Nhulunbuy,AU,77.61,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
672,Aliwal North,ZA,66.94,clear sky,-30.6937,26.7114,Queens Terrace B&B
673,Noumea,NC,70.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
676,George Town,MY,76.95,light rain,5.4112,100.3354,Cititel Penang
677,Ambon,ID,75.34,moderate rain,-3.6954,128.1814,Swiss-Belhotel Ambon
678,Kieta,PG,78.13,moderate rain,-6.2167,155.6333,Uruna Bay Retreat
679,Beisfjord,NO,73.04,overcast clouds,68.3751,17.5988,
682,Tadine,NC,70.5,overcast clouds,-21.55,167.8833,
683,Praya,CV,79.34,broken clouds,14.9215,-23.5087,LT Aparthotel
687,Monte Carmelo,BR,70.97,clear sky,-18.7247,-47.4986,Park hotel
695,Kuna,US,72.41,clear sky,43.4918,-116.4201,Winfield Springs
696,Domoni,KM,78.62,scattered clouds,-12.2569,44.5319,Al Djadid
699,Ferrol,ES,70.72,overcast clouds,43.4832,-8.2369,Carrís Almirante
703,Puerto Carreno,CO,76.86,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
